id	question	doc-id-list	answers
8298702660342976214	who sat in the snug in coronation street	798059442_3024-3828	Martha Longhurst was a particular favourite with viewers , who enjoyed her friendship with Ena Sharples and Minnie Caldwell , due to their many scenes sat in the snug of the Rovers Return gossiping about the locals .::Martha Longhurst enjoyed her friendship with Ena Sharples and Minnie Caldwell, with many scenes sat in the snug of the Rovers Return gossiping about the locals.
-1909011128254208200	who caused the great chicago fire of 1871	807670732_784-1434	City officials never determined the exact cause of the blaze . The most popular tale blames Mrs. O'Leary's cow , who allegedly knocked over a lantern ; others state that a group of men were gambling inside the barn and knocked over a lantern .::City officials never determined the exact cause of the blaze. The most popular tale blames Mrs. O'Leary's cow, who allegedly knocked over a lantern; others state that a group of men were gambling inside the barn and knocked over a lantern.
-8956266160858224023	when was the start of the industrial revolution in america	816711474_93961-95124	In 1793, Samuel Slater founded the Slater Mill at Pawtucket, Rhode Island.  After founding Slater's Mill, he went on to own 13 textile mills.
-951870573154669883	what happened to t dog in season 2	824249041_4196-6895	In the season premiere T - Dog and the remaining survivors begin travelling to Fort Benning. T - Dog slices his arm on a car door and contracts a blood infection from his wound. Glenn and T - Dog journey to Hershel's farm, where T - Dog receives medical treatment for blood poisoning. T - Dog helps give firearm training to some of the others at the farm. Shane Walsh breaks open Hershel's barn, where he had been sheltering walkers who had been his family, friends and neighbors, and T - Dog helps shoot the walkers as they come out of the barn.  In the episode ``Better Angels'', Hershel allows the group to stay at his farm indefinitely. T - Dog helps the group move into Hershel's home. In the season finale walkers overrun the farm, he escapes with a few other survivors.  He is keen on moving on and escaping, but Lori convinces him to turn back to get Rick and the others.
9089266844054284956	where do the royals get their income from	824332464_192-1005	The UK Parliament supports the monarch and other members of the royal household financially by means of the Sovereign Grant, a percentage of the annual profits of the Crown Estate. Other sources of income are revenues from the Duchies of Lancaster and Cornwall, a parliamentary annuity, and income from private investments.
-8176385032314189990	main idea of upon the burning of our house	803616363_116-1090	Anne Bradstreet wrote it to express the traumatic loss of her home and most of her material, however, she expands the understanding that God had taken them away in order for her family to live a more pious life.  Her deep puritan beliefs brought her to accept that the loss of material was a spiritually necessary occurrence.  She reminds herself that her future, and anything that has value, lies in heaven.  The burning of her house was to fight her family's sins of material idols.
3701806953189031938	mention three important powers and functions of the speaker of the lok sabha	827589188_1474-2511	The Speaker of the Lok Sabha conducts the business in house ; and decides whether a bill is a money bill or not . They maintain discipline and decorum in the house and can punish a member for their unruly behaviour by suspending them . They also permit the moving of various kinds of motions and resolutions such as a motion of no confidence , motion of adjournment , motion of censure and calling attention notice as per the rules . The Speaker decides on the agenda to be taken up for discussion during the meeting . Further , all comments and speeches made by members of the House are addressed to the speaker . The speaker also presides over the joint sitting of both Houses of Parliament .::The Speaker of the Lok Sabha conducts the business in house ; and decides whether a bill is a money bill or not . They maintain discipline and decorum in the house and can punish a member for their unruly behaviour by suspending them. They also permit the moving of various kinds of motions and resolutions such as a motion of no confidence, motion of adjournment, motion of censure and calling attention notice as per the rules. The Speaker decides on the agenda to be taken up for discussion during the meeting. Further, all comments and speeches made by members of the House are addressed to the speaker. The speaker also presides over the joint sitting of both Houses of Parliament.
8394217131230247923	where are cranberries grown in the united states	807213829_6542-7221	Cranberries are a major commercial crop in the U.S. states of Massachusetts, New Jersey, Oregon, Washington and Wisconsin. Wisconsin is the leading producer of cranberries and Massachusetts is the second largest.
5167210636770629523	a child care center is defined as a program that	855121871_454-1362	Child care, or otherwise known as daycare, is the care and supervision of a child or multiple children at a time. Its main focus is on the development of the child, whether that be mental, social, or psychological .
-4277594630191068179	what are the primary functions of the sympathetic and parasympathetic	866298909_1385-2426	"The sympathetic nervous system is often considered the `` fight or flight '' system , while the parasympathetic nervous system is often considered the `` rest and digest '' or `` feed and breed '' system. In many cases , one system activates a physiological response and the other inhibits it. The sympathetic nervous system is a `` quick response mobilizing system '' and the parasympathetic is a `` more slowly activated dampening system."" In sexual arousal and orgasm , both systems play a role ."
